trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,0,37.11,0.0,0,0
1,0,1,0,41.94,0.0,0,0
2,0,2,0,38.0,0.0,0,0
3,0,3,0,36.76,0.0,0,0
4,0,4,0,52.85,0.0,0,0
5,0,5,0,39.5,0.0,0,0
6,0,6,1,48.64,0.0,1,0
7,0,7,0,45.37,0.0,0,0
8,0,8,0,48.11,0.0,0,0
9,0,9,0,49.19,0.0,0,0
10,0,10,1,60.61,0.0,1,0
11,0,11,0,43.62,0.0,0,0
12,0,12,0,45.02,0.0,0,0
13,0,13,0,45.54,0.0,0,0
14,0,14,1,66.75,0.0,1,0
15,0,15,1,51.04,0.0,1,0
16,0,16,1,55.85,0.0,1,0
17,0,17,0,45.83,0.0,0,0
18,0,18,0,33.62,0.0,0,0
19,0,19,0,46.49,0.0,0,0
20,0,20,1,81.3,0.0,0,0
21,1,0,0,61.89,0.0,1,0
22,1,1,1,39.04,0.0,0,0
23,1,2,0,71.92,0.0,1,0
24,1,3,0,49.87,0.0,1,0
25,1,4,1,43.76,0.0,0,0
26,1,5,0,48.05,0.0,1,0
27,1,6,1,52.13,0.0,0,0
28,1,7,1,45.5,0.0,0,0
29,1,8,1,46.6,0.0,0,0
30,1,9,0,65.17,0.0,1,0
31,1,10,1,39.8,0.0,0,0
32,1,11,1,36.19,0.0,0,0
33,1,12,1,40.6,0.0,0,0
34,1,13,0,78.79,0.0,1,0
35,1,14,1,36.14,0.0,0,0
36,1,15,1,38.51,0.0,0,0
37,1,16,1,55.27,0.0,0,0
38,1,17,0,59.0,0.0,1,0
39,1,18,0,70.72,0.0,1,0
40,1,19,1,34.7,0.0,1,0
41,2,0,1,70.01,0.0,1,0
42,2,1,1,53.66,0.0,1,0
43,2,2,1,71.63,0.0,1,0
44,2,3,0,32.93,0.0,0,0
45,2,4,0,44.81,0.0,0,0
46,2,5,1,59.62,0.0,1,0
47,2,6,1,50.45,0.0,1,0
48,2,7,1,55.1,0.0,1,0
49,2,8,1,48.11,0.0,1,0
50,2,9,0,42.94,0.0,0,0
51,2,10,1,67.92,0.0,1,0
52,2,11,1,60.5,0.0,1,0
53,2,12,0,42.56,0.0,0,0
54,2,13,0,43.02,0.0,0,0
55,2,14,0,43.38,0.0,0,0
56,2,15,1,49.91,0.0,1,0
57,2,16,0,39.91,0.0,0,0
58,2,17,1,44.32,0.0,1,0
59,2,18,1,62.34,0.0,1,0
60,2,19,1,65.69,0.0,0,0
61,3,0,0,60.12,0.0,1,0
62,3,1,0,63.52,0.0,1,0
63,3,2,1,28.83,0.0,0,0
64,3,3,1,36.72,0.0,0,0
65,3,4,1,33.0,0.0,0,0
66,3,5,1,31.24,0.0,0,0
67,3,6,1,33.83,0.0,0,0
68,3,7,1,41.14,0.0,0,0
69,3,8,1,45.96,0.0,0,0
70,3,9,1,48.99,0.0,0,0
71,3,10,0,52.81,0.0,1,0
72,3,11,1,47.85,0.0,0,0
73,3,12,1,26.1,0.0,0,0
74,3,13,0,59.54,0.0,1,0
75,3,14,1,44.14,0.0,0,0
76,3,15,0,59.55,0.0,1,0
77,3,16,1,62.3,0.0,0,0
78,3,17,0,42.32,0.0,1,0
79,3,18,0,69.74,0.0,0,0
0,0,0,1,62.84,0.0,1,1
1,0,1,0,47.68,0.0,0,1
2,0,2,0,43.97,0.0,0,1
3,0,3,0,33.29,0.0,0,1
4,0,4,1,50.24,0.0,1,1
5,0,5,1,60.02,0.0,1,1
6,0,6,0,30.14,0.0,0,1
7,0,7,0,52.15,0.0,0,1
8,0,8,1,60.25,0.0,1,1
9,0,9,1,59.64,0.0,1,1
10,0,10,0,43.76,0.0,0,1
11,0,11,0,36.19,0.0,0,1
12,0,12,1,73.17,0.0,1,1
13,0,13,1,59.91,0.0,1,1
14,0,14,1,59.41,0.0,1,1
15,0,15,1,62.63,0.0,1,1
16,0,16,0,43.13,0.0,0,1
17,0,17,1,58.98,0.0,1,1
18,0,18,1,60.59,0.0,1,1
19,0,19,1,54.8,0.0,1,1
20,0,20,1,59.62,0.0,0,1
21,1,0,1,45.22,0.0,0,1
22,1,1,0,49.16,0.0,1,1
23,1,2,1,46.13,0.0,0,1
24,1,3,0,58.78,0.0,1,1
25,1,4,0,78.93,0.0,1,1
26,1,5,1,36.65,0.0,0,1
27,1,6,0,75.06,0.0,1,1
28,1,7,1,28.73,0.0,0,1
29,1,8,0,51.18,0.0,1,1
30,1,9,1,42.05,0.0,0,1
31,1,10,1,35.4,0.0,0,1
32,1,11,0,68.24,0.0,1,1
33,1,12,1,28.14,0.0,0,1
34,1,13,1,39.18,0.0,0,1
35,1,14,1,45.62,0.0,0,1
36,1,15,1,49.33,0.0,0,1
37,1,16,0,54.38,0.0,1,1
38,1,17,0,62.64,0.0,1,1
39,1,18,0,61.59,0.0,1,1
40,1,19,0,63.66,0.0,0,1
41,2,0,0,39.35,0.0,0,1
42,2,1,1,70.68,0.0,1,1
43,2,2,1,59.54,0.0,1,1
44,2,3,1,76.37,0.0,1,1
45,2,4,1,51.38,0.0,1,1
46,2,5,0,42.39,0.0,0,1
47,2,6,0,32.59,0.0,0,1
48,2,7,1,68.64,0.0,1,1
49,2,8,0,42.31,0.0,0,1
50,2,9,0,41.74,0.0,0,1
51,2,10,0,31.99,0.0,0,1
52,2,11,1,52.03,0.0,1,1
53,2,12,1,65.76,0.0,1,1
54,2,13,1,50.09,0.0,1,1
55,2,14,1,54.48,0.0,1,1
56,2,15,0,43.93,0.0,0,1
57,2,16,0,49.22,0.0,0,1
58,2,17,0,43.68,0.0,0,1
59,2,18,0,31.78,0.0,0,1
60,2,19,0,38.5,0.0,1,1
61,3,0,1,44.57,0.0,0,1
62,3,1,1,36.77,0.0,0,1
63,3,2,0,67.69,0.0,1,1
64,3,3,0,60.35,0.0,1,1
65,3,4,1,42.81,0.0,0,1
66,3,5,0,66.44,0.0,1,1
67,3,6,0,46.7,0.0,1,1
68,3,7,0,52.83,0.0,1,1
69,3,8,0,58.34,0.0,1,1
70,3,9,1,27.63,0.0,0,1
71,3,10,1,35.08,0.0,0,1
72,3,11,0,58.72,0.0,1,1
73,3,12,1,44.61,0.0,0,1
74,3,13,1,49.15,0.0,0,1
75,3,14,1,19.76,0.0,0,1
